EFT_PERIODO	EFT_VIVIENDA	EFT_ESTRATO	EFT_EN	EFT_UPM	EFT_ANO	EFT_SEMESTRE	EFT_PROVINCIA	EFT_MUNICIPIO	EFT_ZONA	EFT_BARRIO_SECCION	EFT_PARAJE	EFT_NO_ORDEN_UPM	EFT_ROTACION	EFT_ENCUESTADOR	EFT_SUPERVISOR	EFT_CRITICO_CODIFICADOR	EFT_DIGITADOR	EFT_CANT_HOGARES	EFT_USO_VIV_ORIGINAL	EFT_USO_VIV_RESERVA	EFT_CUAL_UTILIZO	EFT_POR_QUE	EFT_TIPO_VIVIENDA	EFT_NO_DE_CASAS	EFT_NO_DE_PISOS	EFT_NO_APTO_POR_PISO	EFT_PARED_EXTERIOR	EFT_PARED_INTERIOR	EFT_TECHO	EFT_PISO	EFT_TIPO_TENENCIA	EFT_CANT_CUARTOS	EFT_CANT_DORMITORIOS	EFT_UBICACION_COCINA	EFT_COMBUSTIBLE_COCINA	EFT_AGUA_RED_PUBLICA	EFT_TIPO_SANITARIO	EFT_ESTADO_VIVIENDA	EFT_APARIENCIA_VIVIENDA	EFT_PAGA_ALQUILER	EFT_MONTO_ALQUILER	EFT_PERIODO_PAGO_ALQ	EFT_MONTO_PROBABLE_ALQ	EFT_POR_QUE_UTILIZO_ABC	EFT_FACTOR_EXP	EFT_POR_QUE_RESERVA	EFT_POR_QUE_NO_REALIZO	EFT_POR_QUE_NO_REALIZO_OTROS	EFT_ALUMBRADO_PUBLICO	EFT_CALLES_ASFALTADAS	EFT_TIPO_VIVIENDA_ESP	EFT_PARED_EXTERIOR_ESP	EFT_PARED_INTERIOR_ESP	EFT_TECHO_ESP	EFT_PISO_ESP	EFT_TENENCIA_ESP	EFT_COMBUSTIBLE_COCINA_ESP	EFT_MONTO_ALQUILER_DOLARES	EFT_MONTO_PROBABLE_ALQ_DOLARES	EFT_DURACION_ENTREVISTA	EFT_NUMERO_VISITAS	EFT_TIPO_ALUMBRADO_VIV	EFT_TIPO_ALUMBRADO_VIV_ESP	EFT_COMO_ELIMINA_BASURA	EFT_COMO_ELIMINA_BASURA_ESP	EFT_TIEMPO_PAGA_ALQUILER
1/2000	220	1	0	22			1	101	0	LA ZURZA		10	0	30	146	13,900	79,004	1	1				8	0	0	0	2	3	19	4	1	4	3	1	1	2	2	3	4	2	0.00	0	2,000.00		267																					
1/2000	221	1	0	23			1	101	0	VILLAS AGRICOLAS		1	0	11	145	79,004	79,004	1	1				1	0	0	0	11	11	19	4	1	4	2	1	1	2	3	2	4	2	0.00	0	1,500.00		379																					
1/2000	222	1	0	23			1	101	0	VILLAS AGRICOLAS		2	0	11	145	79,004	79,004	1	1				1	0	0	0	2	2	6	4	7	3	2	1	1	1	2	2	4	1	2,000.00	2	0.00		379																					
1/2000	223	1	0	23			1	101	0	VILLAS AGRICOLAS		3	0	11	145	79,004	79,004	1	1				2	0	0	0	9	9	19	4	5	2	1	3	1	2	3	2	4	2	0.00	0	500.00		379																					
1/2000	224	1	0	23			1	101	0	VILLAS AGRICOLAS		6	0	11	145	79,004	79,004	1	1				5	0	3	3	2	2	6	4	6	4	2	1	1	1	2	2	4	2	0.00	0	1,500.00		380																					
1/2000	225	1	0	23			1	101	0	VILLAS AGRICOLAS		7	0	11	145	79,004	79,004	1	1				1	0	0	0	2	2	6	12	7	6	3	1	1	2	3	2	4	1	2,500.00	2	0.00		379																					
1/2000	226	1	0	23			1	101	0	VILLAS AGRICOLAS		4	0	11	145	79,004	79,004	1	2	1	A		5	0	3	1	2	2	6	7	7	2	1	1	1	1	2	2	4	1	1,200.00	2	0.00		379																					
1/2000	227	1	0	23			1	101	0	VILLAS AGRICOLAS		5	0	11	145	79,004	79,004	1	1				2	0	0	0	2	2	6	4	7	3	1	1	1	1	2	2	4	1	1,000.00	2	0.00		379																					
1/2000	228	1	0	23			1	101	0	VILLAS AGRICOLAS		8	0	11	145	79,004	79,004	1	1				1	0	0	0	2	2	19	12	1	6	4	1	1	1	2	1	3	2	0.00	0	3,000.00		379																					
1/2000	229	1	0	23			1	101	0	VILLAS AGRICOLAS		9	0	11	145	79,004	79,004	1	1				2	0	0	0	2	2	19	4	7	4	3	1	1	1	2	2	4	1	1,500.00	2	0.00		379																					
1/2000	230	1	0	23			1	101	0	VILLAS AGRICOLAS		10	0	11	145	79,004	79,004	1	2	1	C		1	0	0	0	2	2	6	12	5	8	4	1	1	1	1	2	4	2	0.00	0	5,000.00		379																					
1/2000	231	1	0	24			1	101	0	VILLA JUANA	MARIA MONTE	1	0	31	147	97,026	93,169	1	1				2	0	0	0	9	9	19	4	7	2	1	1	1	1	2	2	4	1	600.00	2	0.00		280																					
1/2000	232	1	0	24	2,000	1	1	101	0	VILLA JUANA		2	0	31	147	97,026	93,169	1	1				2	0	0	0	2	2	6	4	2	2	1	1	1	1	2	3	4	2	0.00	0	500.00		281																					
1/2000	233	1	0	24			1	101	0	VILLA JUANA		3	0	31	147	97,026	93,169	1	1				2	0	0	0	2	2	6	12	7	3	2	1	1	1	2	1	4	1	2,100.00	2	0.00		280																					
1/2000	234	1	0	24			1	101	0	VILLA JUANA		4	0	31	147	97,026	93,169	1	1				2	0	0	0	2	2	6	12	7	2	1	1	1	1	2	2	4	1	1,800.00	2	0.00		281																					
1/2000	235	1	0	24			1	101	0	VILLA JUANA		5	0	31	147	97,026	79,004	1	2	2		A	2	0	0	0	2	2	6	5	5	8	4	1	1	1	2	1	3	2	0.00	0	3,500.00		281																					
1/2000	236	1	0	24			1	101	0	VILLA JUANA		6	0	31	147	97,026	93,169	1	1				2	0	0	0	9	9	19	4	7	3	2	1	1	1	2	2	5	1	150.00	2	0.00		280																					
1/2000	237	1	0	24			1	101	0	VILLA JUANA		7	0	31	147	97,026	93,169	1	1				2	0	0	0	2	2	19	4	7	2	1	1	1	1	2	2	4	1	700.00	2	0.00		280																					
1/2000	238	1	0	24			1	101	0	VILLA JUANA		8	0	31	147	97,026	93,169	1	1				1	0	0	0	2	2	19	4	7	2	1	1	1	2	2	2	4	1	500.00	2	0.00		280																					
1/2000	239	1	0	24			1	101	0	VILLA JUANA		9	0	31	147	97,026	93,169	1	1				2	0	0	0	2	2	6	4	5	3	2	1	1	1	2	3	4	2	0.00	0	3,500.00		280																					
1/2000	240	1	0	24			1	101	0	VILLA JUANA		10	0	31	147	97,026	93,169	1	1				2	0	0	0	2	2	19	4	7	2	1	1	1	1	2	2	4	1	500.00	2	0.00		280																					
1/2000	241	1	0	25			1	101	0	GAZCUE		9	0	28	145	79,004	79,004	1	1				5	0	3	3	2	2	6	12	1	5	3	1	1	1	1	1	3	2	0.00	0	8,000.00		332																					
1/2000	242	1	0	25	2,000	1	1	101	0	GAZCUE		4	0	28	145	79,004	79,004	1	1				1	0	0	0	2	2	6	10	5	7	4	1	1	1	1	1	1	2	0.00	0	20,000.00		332																					
1/2000	245	1	0	25			1	101	0	GAZCUE		10	0	28	145	79,004	79,004	1	1				5	0	3	3	2	2	6	12	1	5	3	1	1	1	1	2	4	2	0.00	0	8,000.00		331																					
1/2000	246	1	0	25			1	101	0	GAZCUE		1	0	28	145	79,004	79,004	1	1				5	0	5	4	2	2	6	10	3	5	3	1	1	1	1	1	3	2	0.00	0	8,000.00		332																					
1/2000	247	1	0	25			1	101	0	GAZCUE		5	0	28	145	79,004	79,004	1	2	1	A		5	0	5	4	2	2	6	10	2	6	4	1	1	1	1	1	2	2	0.00	0	10,000.00		331																					
1/2000	248	1	0	25			1	101	0	GAZCUE		6	0	28	145	79,004	79,004	1	1				5	0	11	2	2	2	6	5	3	4	2	1	1	1	1	1	3	2	0.00	0	9,000.00		332																					
1/2000	249	1	0	25			1	101	0	GAZCUE		2	0	28	145	79,004	79,004	1	1				5	0	5	4	2	2	6	7	3	1	1	1	1	1	1	1	3	2	0.00	0	300.00		332																					
1/2000	250	1	0	25			1	101	0	GAZCUE		3	0	28	145	79,004	79,004	1	1				5	0	5	4	2	2	6	10	1	7	5	1	1	1	1	1	2	2	0.00	0	15,000.00		332																					
1/2000	251	1	0	26			1	101	0	VILLA CONSUELO		1	0	38	147	82,031	79,004	1	1				1	0	0	0	2	2	6	12	7	4	3	1	1	1	1	2	3	1	300.00	2	0.00		366																					
1/2000	252	1	0	26			1	101	0	VILLA CONSUELO		2	0	38	147	82,031	79,004	1	1				2	0	0	0	2	2	6	12	7	3	2	1	1	1	2	2	3	1	1,500.00	2	0.00		365																					
1/2000	253	1	0	26			1	101	0	VILLA CONSUELO		3	0	38	147	82,031	79,004	1	1				2	0	0	0	2	2	6	4	7	2	1	3	6	1	1	2	4	1	400.00	2	0.00		365																					
1/2000	254	1	0	26			1	101	0	VILLA CONSUELO		4	0	38	147	82,031	79,004	1	1				1	0	0	0	2	2	6	4	9	2	1	3	6	1	1	1	4	2	0.00	0	300.00		365																					
1/2000	255	1	0	26			1	101	0	VILLA CONSUELO		5	0	38	147	82,031	79,004	1	1				1	0	0	0	2	2	6	4	3	8	4	1	1	1	1	1	3	2	0.00	0	2,000.00		365																					
1/2000	256	1	0	26			1	101	0	VILLA CONSUELO		6	0	38	147	82,031	79,004	1	1				2	0	0	0	2	2	19	4	7	2	1	1	1	1	1	2	4	1	150.00	2	0.00		365																					
1/2000	257	1	0	26			1	101	0	VILLA CONSUELO		7	0	38	147	82,031	79,004	1	1				2	0	0	0	9	9	19	4	7	2	1	1	1	1	1	3	5	1	100.00	2	0.00		366																					
1/2000	258	1	0	26			1	101	0	VILLA CONSUELO		8	0	38	147	82,031	79,004	1	2	1	C		2	0	0	0	2	2	6	12	7	3	1	1	1	1	1	1	3	1	3,200.00	2	0.00		366																					
1/2000	259	1	0	26			1	101	0	VILLA CONSUELO		9	0	38	147	82,031	79,004	1	2	1	B		1	0	0	0	2	2	19	4	1	4	3	1	1	1	2	3	5	2	0.00	0	2,000.00		365																					
1/2000	260	1	0	26			1	101	0	VILLA CONSUELO		10	0	38	147	82,031	79,004	1	1				3	1	0	0	2	14	19	4	9	2	1	3	5	1	1	3	5	2	0.00	0	400.00		365																					
1/2000	261	1	0	27	2,000	1	1	101	0	VILLA CONSUELO ( VILLA MARIA )		1	0	38	147	82,031	79,004	1	1				1	0	0	0	2	2	6	17	7	1	0	1	1	1	1	2	5	1	400.00	2	0.00		339																					
1/2000	262	1	0	27			1	101	0	VILLA CONSUELO ( VILLA MARIA )		2	0	38	147	82,031	79,004	1	1				1	0	0	0	2	2	19	4	7	3	2	1	1	1	1	2	3	1	3,000.00	2	0.00		338																					
1/2000	263	1	0	27			1	101	0	VILLA CONSUELO ( VILLA MARIA )		3	0	38	147	82,031	79,004	1	1				1	0	0	0	9	9	19	4	1	3	2	1	1	1	1	3	4	2	0.00	0	2,000.00		339																					
1/2000	264	1	0	27			1	101	0	VILLA CONSUELO ( VILLA MARIA )		4	0	38	147	82,031	79,004	1	1				1	0	0	0	2	2	19	4	9	3	2	1	1	1	1	2	3	2	0.00	0	2,500.00		338																					
1/2000	265	1	0	27			1	101	0	VILLA CONSUELO ( VILLA MARIA )		5	0	38	147	82,031	79,004	1	1				1	0	0	0	2	2	19	4	1	3	2	1	1	1	1	2	3	2	0.00	0	2,500.00		339																					
1/2000	266	1	0	27			1	101	0	VILLA CONSUELO ( VILLA MARIA )		6	0	38	147	82,031	79,004	1	1				1	0	0	0	2	2	6	4	7	2	1	1	1	1	1	2	4	1	1,200.00	2	0.00		339																					
1/2000	267	1	0	27			1	101	0	VILLA CONSUELO ( VILLA MARIA )		7	0	38	147	82,031	79,004	1	1				1	0	0	0	2	2	6	4	1	4	3	1	1	1	1	2	3	2	0.00	0	2,500.00		339																					
1/2000	268	1	0	27			1	101	0	VILLA CONSUELO ( VILLA MARIA )		8	0	38	147	82,031	79,004	1	1				1	0	0	0	2	2	19	12	7	2	1	1	1	1	1	2	4	1	900.00	2	0.00		338																					
1/2000	269	1	0	27			1	101	0	VILLA CONSUELO ( VILLA MARIA )		9	0	38	147	82,031	79,004	1	1				1	0	0	0	2	2	6	4	9	3	2	1	1	1	1	1	3	2	0.00	0	3,000.00		339																					
1/2000	270	1	0	27			1	101	0	VILLA CONSUELO ( VILLA MARIA )		10	0	38	147	82,031	79,004	1	1				1	0	0	0	2	2	6	12	3	2	1	1	1	1	1	1	3	2	0.00	0	3,000.00		339																					
1/2000	271	1	0	28	2,000	1	1	101	0	ENS. CAPOTILLO		1	0	22	146	13,900	96,118	1	1				1	0	0	0	2	2	19	4	5	3	2	2	1	1	2	2	4	2	0.00	0	3,000.00		298																					
1/2000	272	1	0	28			1	101	0	ENS. CAPOTILLO		2	0	22	146	13,900	96,118	1	1				2	0	0	0	2	14	19	4	7	2	1	1	1	1	2	3	4	1	600.00	2	0.00		299																					
1/2000	273	1	0	28			1	101	0	ENS. CAPOTILLO		3	0	22	146	13,900	96,118	1	1				2	0	0	0	2	2	19	4	1	4	3	1	1	1	2	2	4	2	0.00	0	2,000.00		299																					
1/2000	274	1	0	28			1	101	0	ENS. CAPOTILLO		4	0	22	146	13,900	96,118	1	1				1	0	0	0	2	14	19	4	7	2	1	3	1	1	2	2	5	1	1,000.00	2	0.00		299																					
1/2000	275	1	0	28			1	101	0	ENS. CAPOTILLO		5	0	22	146	13,900	96,118	1	2	1	B		1	0	0	0	2	2	19	4	1	3	2	1	1	1	1	2	4	2	0.00	0	1,800.00		299																					
1/2000	276	1	0	28			1	101	0	ENS. CAPOTILLO		6	0	22	146	13,900	96,118	1	1				3	6	0	0	2	2	19	4	7	2	1	1	1	2	1	3	5	1	500.00	2	0.00		299																					
1/2000	277	1	0	28			1	101	0	ENS. CAPOTILLO		7	0	22	146	13,900	96,118	1	1				3	1	0	0	2	2	19	4	6	3	2	1	1	1	2	1	4	2	0.00	0	6,000.00		299																					
1/2000	278	1	0	28	2,000	1	1	101	0	ENS. CAPOTILLO		8	0	22	146	13,900	96,118	1	1				2	0	0	0	2	2	6	4	7	3	1	1	1	1	1	2	4	1	2,350.00	2	0.00		299																					
1/2000	279	1	0	28			1	101	0	ENS. CAPOTILLO		9	0	22	146	13,900	96,118	1	1				3	2	0	0	2	2	19	12	7	3	2	1	1	1	2	2	4	1	800.00	2	0.00		299																					
1/2000	280	1	0	28			1	101	0	ENS. CAPOTILLO		10	0	22	146	13,900	96,118	1	1				2	0	0	0	2	2	19	4	7	3	1	1	1	1	1	2	4	1	1,300.00	2	0.00		299																					
1/2000	281	1	0	29	2,000	1	1	101	0	ENS. CAPOTILLO		1	0	22	146	13,900	96,118	1	1				2	0	0	0	2	2	19	4	1	2	1	1	1	1	2	3	5	2	0.00	0	500.00		237																					
