EFT_PERIODO	EFT_VIVIENDA	EFT_HOGAR	EFT_MIEMBRO	EFT_SEXO	EFT_EDAD	EFT_PARENTESCO_CON_JEFE	EFT_ESTADO_CIVIL	EFT_ALFABETISMO	EFT_ULT_ANO_APROBADO	EFT_ULT_NIVEL_ALCANZADO	EFT_SE_MATRICULO	EFT_TANDA_ASISTE	EFT_TIPO_CENTRO	EFT_MOTIVO_NO_ASISTE	EFT_MUNICIPIO_RESIDE	EFT_ZONA_RESIDE	EFT_PAIS_RESIDE	EFT_TIEMPO_RESIDENCIA	EFT_RAZON_TRASLADO	EFT_FACTOR_EXP	EFT_ESTRATO	EFT_UPM	EFT_CANT_MIEMBROS	EFT_NOMBRE_MIEMBRO	EFT_SE_MATRICULO_TEXTO	EFT_NUEVO_FACTOR_CENSO	EFT_FACTOR_EXP_CENSO1993	EFT_MOTIVO_NO_ASISTE_ESP	EFT_TANDA_ASISTE_ESP	EFT_RAZON_TRASLADO_ESP	EFT_MIEMBRO_AFILIADO_SEGURO	EFT_SEGURO_ESTA_AFILIADO	EFT_SEGURO_ESTA_AFILIADO_ESP	EFT_TIPO_AFILIADO	EFT_FACTOR_EXP_ANUAL
1/2000	54	1	3	2	25	3	6	1	3	2	7	0	0	9	1,401	0	647	5	5	300	1	6	4				311								
1/2000	54	1	4	1	7	11	6	1	1	2	2	2	2	0	101	0	647	1	0	300	1	6	4				311								
1/2000	55	1	1	1	68	1	2	1	6	2	7	0	0	7	3,002	0	647	5	1	300	1	6	5				311								
1/2000	55	1	2	2	52	2	2	1	2	3	7	0	0	7	3,002	0	647	5	5	300	1	6	5				311								
1/2000	55	1	3	1	25	3	6	1	8	2	7	0	0	9	3,002	0	647	5	5	300	1	6	5				311								
1/2000	55	1	4	2	22	3	6	1	4	5	5	2	2	0	3,002	0	647	5	5	300	1	6	5				311								
1/2000	55	1	5	1	18	3	6	1	4	3	5	2	2	0	3,002	0	647	5	5	300	1	6	5				311								
1/2000	56	1	1	1	44	1	1	1	5	2	7	0	0	7	1,404	0	647	5	1	300	1	6	7				312								
1/2000	56	1	2	2	42	2	1	1	4	2	7	0	0	7	1,404	0	647	5	5	300	1	6	7				312								
1/2000	56	1	3	2	3	3	6	0	0	0	0	0	0	0	101	0	647	1	0	300	1	6	7				312								
1/2000	56	1	4	2	5	3	6	0	0	7	1	1	1	0	101	0	647	1	0	300	1	6	7				312								
1/2000	56	1	5	1	23	11	1	1	2	2	7	0	0	7	101	0	647	1	0	300	1	6	7				312								
1/2000	56	1	6	2	19	12	1	1	3	2	7	0	0	9	401	0	647	5	5	300	1	6	7				312								
1/2000	56	1	7	2	0	11	6	0	0	0	0	0	0	0	101	0	647	1	0	300	1	6	7				312								
1/2000	57	1	1	1	61	1	2	1	6	2	7	0	0	7	901	0	647	5	1	300	1	6	4				311								
1/2000	57	1	2	2	53	2	2	1	6	2	7	0	0	7	901	0	647	5	5	300	1	6	4				311								
1/2000	57	1	3	1	20	3	6	1	3	3	3	3	2	0	101	0	647	1	0	300	1	6	4				311								
1/2000	57	1	4	1	12	11	6	1	7	2	2	1	2	0	101	0	647	1	0	300	1	6	4				311								
1/2000	58	1	1	1	61	1	2	1	6	2	7	0	0	7	1,901	0	647	5	1	300	1	6	3				311								
1/2000	58	1	2	2	58	2	2	1	6	2	7	0	0	7	1,901	0	647	5	5	300	1	6	3				311								
1/2000	58	1	3	2	16	5	6	1	3	3	3	3	1	0	101	0	647	1	0	300	1	6	3				311								
1/2000	59	1	1	2	42	1	3	1	3	2	7	0	0	7	701	0	647	5	5	300	1	6	3				311								
1/2000	59	1	2	2	21	3	6	1	4	3	7	0	0	9	101	0	647	5	0	300	1	6	3				311								
1/2000	59	1	3	2	24	3	6	1	4	3	7	0	0	9	101	0	647	5		300	1	6	3				311								
1/2000	60	1	1	1	46	1	4	1	3	2	7	0	0	7	101	1	647	5	1	300	1	6	2				311								
1/2000	60	1	2	1	20	11	6	1	1	5	5	3	1	0	101	1	647	5	3	300	1	6	2				311								
1/2000	61	1	1	1	25	1	1	1	6	2	7	0	0	2	702	1	647	5	1	452	1	7	4				470								
1/2000	61	1	2	2	21	2	1	1	7	2	7	0	0	9	702	1	647	5	5	452	1	7	4				470								
1/2000	61	1	3	2	1	3	6	0	0	0	0	0	0	0	101	0	647	1	0	452	1	7	4				470								
1/2000	61	1	4	1	0	3	6	0	0	0	0	0	0	0	101	0	647	1	0	452	1	7	4				470								
1/2000	62	1	1	1	18	1	6	1	1	5	5	1	2	0	701	0	647	2	3	452	1	7	4				470								
1/2000	62	1	2	1	19	9	6	1	2	5	5	1	1	0	701	0	647	4	3	452	1	7	4				470								
1/2000	62	1	3	2	22	11	6	1	2	5	5	1	2	0	701	0	647	4	3	452	1	7	4				470								
1/2000	62	1	4	1	22	9	6	1	2	5	5	1	1	0	701	0	647	4	3	452	1	7	4				470								
1/2000	63	1	1	1	38	1	2	1	8	2	7	0	0	2	101	0	647	1	0	452	1	7	5				470								
1/2000	63	1	2	2	30	2	2	1	8	2	7	0	0	9	901	0	647	5	5	452	1	7	5				470								
1/2000	63	1	3	2	12	3	6	1	6	2	2	1	1	0	101	0	647	1	0	452	1	7	5				470								
1/2000	63	1	4	2	10	3	6	1	4	2	2	1	1	0	101	0	647	1	0	452	1	7	5				470								
1/2000	63	1	5	2	7	3	6	1	3	2	2	1	1	0	101	0	647	1	0	452	1	7	5				470								
1/2000	64	1	1	1	79	1	2	1	1	3	7	0	0	6	2,801	1	647	5	6	452	1	7	3				469								
1/2000	64	1	2	2	70	2	2	1	6	2	7	0	0	9	1,301	1	647	5	5	452	1	7	3				469								
1/2000	64	1	3	1	34	3	6	1	7	2	7	0	0	9	101	0	647	1	0	452	1	7	3				469								
1/2000	65	1	1	1	42	1	2	1	8	2	7	0	0	2	401	0	647	5	1	452	1	7	4				470								
1/2000	65	1	2	2	39	2	2	1	4	3	7	0	0	1	101	0	647	1	0	452	1	7	4				470								
1/2000	65	1	3	1	14	3	6	1	6	2	2	1	2	0	101	0	647	1	0	452	1	7	4				470								
1/2000	65	1	4	2	2	3	6	0	0	0	0	0	0	0	101	0	647	1	0	452	1	7	4				470								
1/2000	66	1	1	2	41	1	3	1	4	3	7	0	0	2	201	0	647	5	3	452	1	7	4				470								
1/2000	66	1	2	1	40	9	3	1	4	3	7	0	0	2	201	0	647	5	1	452	1	7	4				470								
1/2000	66	1	3	1	13	3	6	1	7	2	2	1	1	0	201	0	647	5	5	452	1	7	4				470								
1/2000	66	1	4	1	19	11	6	1	4	3	5	2	1	0	2,108	0	647	4	3	452	1	7	4				470								
1/2000	67	1	1	2	48	1	4	1	8	2	7	0	0	9	501	0	647	5	1	452	1	7	3				470								
1/2000	67	1	2	2	23	3	6	1	6	2	7	0	0	9	501	0	647	5	5	452	1	7	3				470								
1/2000	67	1	3	2	11	3	6	1	5	2	2	1	1	0	101	0	647	1	0	452	1	7	3				470								
1/2000	68	1	1	2	53	1	5	1	5	2	7	0	0	4	2,201	1	647	3	5	452	1	7	8				469								
1/2000	68	1	2	1	30	3	4	1	4	5	7	0	0	8	2,201	0	647	3	3	452	1	7	8				469								
1/2000	68	1	3	2	25	3	6	1	4	5	7	0	0	8	2,201	0	647	3	3	452	1	7	8				469								
1/2000	68	1	4	1	24	3	6	2	0	7	7	0	0	9	2,201	0	647	3	3	452	1	7	8				469								
1/2000	68	1	5	1	23	3	6	1	4	3	5	3	2	0	2,201	0	647	3	3	452	1	7	8				469								
1/2000	68	1	6	1	22	3	6	1	4	3	5	3	1	0	2,201	0	647	3	3	452	1	7	8				469								
1/2000	68	1	7	2	15	11	6	1	5	2	2	3	2	0	2,201	0	647	3	3	452	1	7	8				469								
1/2000	68	1	8	1	5	5	6	0	1	3	1	2	1	0	101	0	647	1	0	452	1	7	8				469								
1/2000	69	1	1	2	37	1	3	1	8	2	7	0	0	2	701	0	647	4	5	452	1	7	5				470								
1/2000	69	1	2	2	23	11	6	1	4	3	5	3	1	0	701	0	647	4	3	452	1	7	5				470								
1/2000	69	1	3	2	17	4	6	1	1	2	2	3	2	0	701	0	647	3	3	452	1	7	5				470								
1/2000	69	1	4	2	15	3	6	1	7	2	2	3	2	0	701	0	647	3	3	452	1	7	5				470								
1/2000	69	1	5	2	6	3	6	2	0	7	7	0	0	7	701	0	647	3	5	452	1	7	5				470								
1/2000	70	1	1	2	53	1	4	1	1	2	7	0	0	7	1,806	1	647	5	5	452	1	7	6				470								
1/2000	70	1	2	2	62	11	6	1	3	2	7	0	0	7	1,806	1	647	5	5	452	1	7	6				470								
1/2000	70	1	3	2	77	11	5	2	0	7	7	0	0	9	1,806	1	647	5	5	452	1	7	6				470								
1/2000	70	1	4	2	21	9	6	1	8	2	3	2	2	0	101	0	647	1	0	452	1	7	6				470								
1/2000	70	1	5	1	12	3	6	1	3	2	2	2	1	0	101	0	647	1	0	452	1	7	6				470								
1/2000	70	1	6	2	4	3	6	0	1	2	1	1	2	0	101	0	647	1	0	452	1	7	6				470								
1/2000	71	1	1	1	35	1	1	1	2	3	7	0	0	4	2,903	0	647	5	1	204	1	8	5				212								
1/2000	71	1	2	2	42	2	1	1	5	2	7	0	0	4	101	0	647	1	0	204	1	8	5				212								
1/2000	71	1	3	1	22	4	6	1	6	2	7	0	0	9	101	0	647	1	0	204	1	8	5				212								
1/2000	71	1	4	1	17	4	6	1	2	2	7	0	0	4	101	0	647	1	0	204	1	8	5				212								
1/2000	71	1	5	1	20	4	6	1	1	3	7	0	0	9	101	0	647	1	0	204	1	8	5				212								
1/2000	72	1	1	1	33	1	1	1	4	3	7	0	0	9	206	0	647	5	5	204	1	8	3				212								
1/2000	72	1	2	2	29	2	1	1	4	2	7	0	0	4	206	0	647	5	5	204	1	8	3				212								
1/2000	72	1	3	1	9	3	6	1	2	2	2	1	2	0	206	0	647	5	5	204	1	8	3				212								
1/2000	73	1	1	1	33	1	1	1	8	2	7	0	0	9	2,701	0	647	5	5	204	1	8	4				212								
1/2000	73	1	2	2	30	2	1	1	3	3	7	0	0	9	701	0	647	5	5	204	1	8	4				212								
1/2000	73	1	3	1	5	3	6	0	0	7	7	0	0	7	101	0	647	1	0	204	1	8	4				212								
1/2000	73	1	4	1	3	3	6	0	0	0	0	0	0	0	101	0	647	1	0	204	1	8	4				212								
1/2000	74	1	1	1	29	1	2	1	4	2	7	0	0	4	2,001	0	647	5	5	204	1	8	3				212								
1/2000	74	1	2	2	27	2	2	1	8	2	7	0	0	4	101	0	647	1	0	204	1	8	3				212								
1/2000	74	1	3	1	5	3	6	0	0	7	7	0	0	7	101	0	647	1	0	204	1	8	3				212								
1/2000	75	1	1	1	45	1	1	1	8	2	7	0	0	9	101	0	647	1	0	204	1	8	3				212								
1/2000	75	1	2	2	40	2	1	1	5	2	7	0	0	4	101	0	647	1	0	204	1	8	3				212								
1/2000	75	1	3	1	4	3	6	0	0	7	7	0	0	7	101	0	647	1	0	204	1	8	3				212								
1/2000	76	1	1	1	50	1	1	1	8	2	7	0	0	9	101	0	647	1	0	204	1	8	6				211								
1/2000	76	1	2	2	32	2	1	1	5	2	7	0	0	4	101	0	647	1	0	204	1	8	6				211								
1/2000	76	1	3	1	13	3	6	1	5	2	2	1	2	0	101	0	647	1	0	204	1	8	6				211								
1/2000	76	1	4	1	12	3	6	1	3	2	2	1	2	0	101	0	647	1	0	204	1	8	6				211								
1/2000	76	1	5	1	8	3	6	1	1	2	2	1	2	0	101	0	647	1	0	204	1	8	6				211								
1/2000	76	1	6	2	5	3	6	0	0	7	7	0	0	7	101	0	647	1	0	204	1	8	6				211								
1/2000	77	1	1	1	52	1	1	1	4	3	7	0	0	9	401	0	647	5	2	204	1	8	4				212								
1/2000	77	1	2	2	38	2	1	1	2	3	7	0	0	4	1,002	0	647	5	5	204	1	8	4				212								
1/2000	77	1	3	2	17	3	6	1	3	3	3	2	2	0	601	0	647	5	5	204	1	8	4				212								
1/2000	77	1	4	1	8	3	6	1	2	2	2	2	2	0	101	0	647	1	0	204	1	8	4				212								
1/2000	78	1	1	1	58	1	2	1	6	2	7	0	0	4	101	0	647	1	0	204	1	8	6				211								
1/2000	78	1	2	2	50	2	2	1	4	3	7	0	0	7	401	0	647	5	5	204	1	8	6				211								
1/2000	78	1	3	1	29	3	1	1	4	3	7	0	0	9	101	0	647	1	0	204	1	8	6				211								
1/2000	78	1	4	1	31	3	6	1	4	3	7	0	0	9	101	0	647	1	0	204	1	8	6				211								
1/2000	78	1	5	2	17	6	1	1	7	2	2	3	2	0	101	0	647	1	0	204	1	8	6				211								
1/2000	78	1	6	1	2	5	6	0	0	0	0	0	0	0	101	0	647	1	0	204	1	8	6				211								
1/2000	79	1	1	1	28	1	1	1	5	2	7	0	0	9	101	0	647	1	0	204	1	8	5				212								
1/2000	79	1	2	2	33	2	1	1	1	3	7	0	0	4	1,301	0	647	5	5	204	1	8	5				212								
1/2000	79	1	3	1	8	3	6	1	2	2	2	2	2	0	101	0	647	1	0	204	1	8	5				212								
1/2000	79	1	4	2	5	3	6	0	0	7	7	0	0	7	101	0	647	1	0	204	1	8	5				212								
1/2000	79	1	5	1	3	3	6	0	0	0	0	0	0	0	101	0	647	1	0	204	1	8	5				212								
1/2000	80	1	1	1	38	1	2	1	1	5	7	0	0	4	2,801	0	647	5	5	204	1	8	6				212								
1/2000	80	1	2	2	33	2	2	1	8	2	7	0	0	4	101	0	647	1	0	204	1	8	6				212								
1/2000	80	1	3	2	16	3	6	1	8	2	3	1	2	0	101	0	647	1	0	204	1	8	6				212								
1/2000	80	1	4	2	12	3	6	1	5	2	2	2	2	0	101	0	647	1	0	204	1	8	6				212								
1/2000	80	1	5	2	11	3	6	1	3	2	2	2	2	0	101	0	647	1	0	204	1	8	6				212								
1/2000	80	1	6	1	22	12	4	1	3	3	7	0	0	2	2,401	0	647	5	5	204	1	8	6				212								
1/2000	81	1	1	2	43	1	2	1	4	5	7	0	0	8	101	0	647	1	0	237	1	9	2				247								
1/2000	81	1	2	2	18	3	6	1	1	5	5	1	1	0	0	2	249	5	3	237	1	9	2				247								
1/2000	82	1	1	1	46	1	2	1	4	3	7	0	0	2	101	0	647	1	0	237	1	9	6				246								
1/2000	82	1	2	2	43	2	2	1	4	5	7	0	0	8	101	0	647	1	0	237	1	9	6				246								
1/2000	82	1	3	2	23	3	6	1	4	5	6	3	1	0	101	0	647	1	0	237	1	9	6				246								
1/2000	82	1	4	2	19	3	6	1	4	5	5	2	1	0	101	0	647	1	0	237	1	9	6				246								
1/2000	82	1	5	2	17	3	6	1	3	3	3	1	1	0	101	0	647	1	0	237	1	9	6				246								
1/2000	82	1	6	1	13	3	6	1	7	2	2	1	1	0	101	0	647	1	0	237	1	9	6				246								
1/2000	83	1	1	1	62	1	2	1	4	3	7	0	0	8	2,101	0	647	5	3	237	1	9	3				247								
1/2000	83	1	2	2	60	2	2	1	3	5	7	0	0	8	1,801	1	647	5	3	237	1	9	3				247								
1/2000	83	1	3	2	31	3	6	1	4	5	6	6	1	0	101	0	647	1	0	237	1	9	3				247								
1/2000	84	1	1	1	50	1	2	1	4	5	7	0	0	8	101	0	647	1	0	237	1	9	4				247								
1/2000	84	1	2	2	48	2	2	1	4	5	7	0	0	8	2,101	0	647	5	3	237	1	9	4				247								
1/2000	84	1	3	1	21	3	6	1	3	5	5	3	1	0	101	0	647	1	0	237	1	9	4				247								
1/2000	84	1	4	1	20	3	6	1	2	5	5	2	1	0	101	0	647	1	0	237	1	9	4				247								
1/2000	85	1	1	1	46	1	2	1	4	3	7	0	0	2	1,701	0	647	5	1	237	1	9	4				246								
1/2000	85	1	2	2	34	2	2	1	4	3	7	0	0	2	1,701	0	647	5	5	237	1	9	4				246								
1/2000	85	1	3	1	10	3	6	1	5	2	2	1	1	0	101	0	647	1	0	237	1	9	4				246								
1/2000	85	1	4	2	8	3	6	1	4	2	2	1	1	0	101	0	647	1	0	237	1	9	4				246								
1/2000	86	1	1	2	23	1	6	1	3	5	5	3	1	0	0	2	245	5	5	237	1	9	2				247								
1/2000	86	1	2	2	26	9	6	1	4	5	5	3	1	0	101	0	647	1	0	237	1	9	2				247								
1/2000	87	1	1	1	62	1	1	1	7	2	7	0	0	2	2,506	0	647	5	1	237	1	9	4				246								
1/2000	87	1	2	2	33	2	1	1	4	2	7	0	0	9	2,901	1	647	5	2	237	1	9	4				246								
1/2000	87	1	3	1	5	3	6	0	2	1	1	1	2	0	101	0	647	1	0	237	1	9	4				246								
1/2000	87	1	4	1	4	3	6	0	0	7	7	0	0	5	101	0	647	1	0	237	1	9	4				246								
1/2000	88	1	1	1	61	1	2	1	8	2	7	0	0	7	1,901	0	647	5	5	237	1	9	2				247								
1/2000	88	1	2	2	66	2	2	1	4	3	7	0	0	9	1,901	0	647	5	5	237	1	9	2				247								
1/2000	89	1	1	1	76	1	2	1	6	5	7	0	0	8	401	0	647	5	3	237	1	9	9				246								
1/2000	89	1	2	2	75	2	2	1	4	3	7	0	0	2	901	1	647	5	1	237	1	9	9				246								
1/2000	89	1	3	2	32	3	2	1	4	3	4	2	1	0	101	0	647	1	0	237	1	9	9				246								
1/2000	89	1	4	1	35	3	2	1	4	3	7	0	0	2	101	0	647	1	0	237	1	9	9				246								
1/2000	89	1	5	1	14	5	6	1	8	2	3	1	1	0	101	0	647	1	0	237	1	9	9				246								
1/2000	89	1	6	1	13	5	6	1	7	2	2	1	1	0	101	0	647	1	0	237	1	9	9				246								
1/2000	89	1	7	1	6	5	6	1	1	2	2	1	1	0	101	0	647	1	0	237	1	9	9				246								
1/2000	89	1	8	1	5	5	6	0	2	1	1	1	1	0	101	0	647	1	0	237	1	9	9				246								
1/2000	89	1	9	2	4	5	6	0	1	1	1	1	1	0	101	0	647	1	0	237	1	9	9				246								
1/2000	90	1	1	2	56	1	3	1	4	2	7	0	0	2	2,101	0	647	5	6	237	1	9	3				247								
1/2000	90	1	2	1	26	3	6	1	4	3	7	0	0	2	101	0	647	1	0	237	1	9	3				247								
1/2000	90	1	3	2	19	3	6	1	1	5	5	2	1	0	101	0	647	1	0	237	1	9	3				247								
1/2000	91	1	1	2	19	1	2	1	4	3	7	0	0	5	201	0	647	4	3	225	1	10	3				234								
1/2000	91	1	2	1	24	2	2	1	8	2	7	0	0	9	201	0	647	5	1	225	1	10	3				234								
1/2000	91	1	3	2	2	3	6	0	0	0	0	0	0	0	101	0	647	1	0	225	1	10	3				234								
1/2000	92	1	1	1	62	1	2	1	3	2	7	0	0	7	2,201	0	647	5	2	225	1	10	3				234								
1/2000	92	1	2	2	52	2	2	1	8	2	7	0	0	7	1,801	0	647	5	2	225	1	10	3				234								
1/2000	92	1	3	1	17	3	6	1	8	2	3	1	1	0	101	0	647	1	0	225	1	10	3				234								
1/2000	93	1	1	1	34	1	2	1	4	3	7	0	0	2	101	0	647	5	6	225	1	10	4				234								
1/2000	93	1	2	2	34	2	2	1	4	3	7	0	0	9	1,301	0	647	5	5	225	1	10	4				234								
1/2000	93	1	3	2	8	3	6	1	3	2	2	1	1	0	101	0	647	1	0	225	1	10	4				234								
1/2000	93	1	4	2	5	3	6	0	0	7	7	0	0	7	101	0	647	1	0	225	1	10	4				234								
1/2000	94	1	1	1	43	1	1	1	7	2	7	0	0	2	1,801	1	647	5	1	225	1	10	5				233								
1/2000	94	1	2	2	30	2	1	1	8	2	7	0	0	9	1,801	1	647	4	5	225	1	10	5				233								
1/2000	94	1	3	1	14	3	6	1	7	2	2	2	2	0	101	0	647	1	0	225	1	10	5				233								
1/2000	94	1	4	2	18	3	6	1	2	3	3	3	2	0	101	0	647	1	0	225	1	10	5				233								
1/2000	94	1	5	2	16	3	6	1	8	2	3	3	2	0	101	0	647	1	0	225	1	10	5				233								
1/2000	95	1	1	1	45	1	2	1	6	5	7	0	0	8	101	0	647	4	5	225	1	10	4				234								
1/2000	95	1	2	2	35	2	2	1	6	5	7	0	0	8	2,801	0	647	5	5	225	1	10	4				234								
1/2000	95	1	3	1	28	9	6	1	4	3	7	0	0	2	101	0	647	1	0	225	1	10	4				234								
1/2000	95	1	4	2	5	3	6	0	1	2	1	1	1	0	101	0	647	1	0	225	1	10	4				234								
1/2000	96	1	1	2	40	1	3	1	4	5	7	0	0	8	1,301	1	647	5	3	225	1	10	3				234								
1/2000	96	1	2	1	19	3	6	1	2	3	3	3	1	0	101	0	647	1	0	225	1	10	3				234								
1/2000	96	1	3	2	16	3	6	1	3	3	3	1	1	0	101	0	647	1	0	225	1	10	3				234								
1/2000	97	1	1	1	38	1	2	1	2	5	7	0	0	2	101	0	647	1	0	225	1	10	3				234								
1/2000	97	1	2	2	30	2	2	1	3	5	7	0	0	8	2,801	0	647	5	5	225	1	10	3				234								
1/2000	97	1	3	2	5	3	6	0	2	1	1	1	1	0	101	0	647	1	0	225	1	10	3				234								
1/2000	98	1	1	1	58	1	2	1	2	2	7	0	0	7	2,701	0	647	5	2	225	1	10	6				233								
1/2000	98	1	2	2	48	2	2	1	3	2	7	0	0	7	1,301	0	647	5	5	225	1	10	6				233								
1/2000	98	1	3	1	28	3	6	1	5	5	7	0	0	9	101	0	647	1	0	225	1	10	6				233								
1/2000	98	1	4	1	26	3	6	1	4	5	5	2	1	0	101	0	647	1	0	225	1	10	6				233								
1/2000	98	1	5	1	21	3	6	1	1	5	5	3	2	0	101	0	647	1	0	225	1	10	6				233								
1/2000	98	1	6	1	16	3	6	1	1	3	3	1	1	0	101	0	647	1	0	225	1	10	6				233								
1/2000	99	1	1	1	70	1	2	1	8	2	7	0	0	2	301	0	647	5	5	225	1	10	1				234								
1/2000	100	1	1	2	70	1	5	1	3	2	7	0	0	7	206	0	647	5	5	225	1	10	2				234								
1/2000	100	1	2	2	11	11	6	1	4	2	2	2	2	0	201	0	647	3	5	225	1	10	2				234								
1/2000	101	1	1	1	51	1	2	1	4	3	7	0	0	2	3,002	0	647	5	1	273	1	11	4				283								
1/2000	101	1	2	2	37	2	2	1	4	3	7	0	0	9	3,002	0	647	5	6	273	1	11	4				283								
1/2000	101	1	3	1	20	3	6	1	1	5	5	1	1	0	3,002	0	647	5	6	273	1	11	4				283								
1/2000	101	1	4	2	13	3	6	1	6	2	2	2	2	0	101	0	647	1	0	273	1	11	4				283								
1/2000	102	1	1	1	62	1	4	1	4	3	7	0	0	2	101	0	647	1	0	273	1	11	1				284								
1/2000	103	1	1	1	39	1	2	1	3	2	7	0	0	9	101	0	647	1	0	273	1	11	4				284								
1/2000	103	1	2	2	38	2	2	1	4	3	7	0	0	8	904	0	647	5	5	273	1	11	4				284								
1/2000	103	1	3	2	16	3	6	1	1	3	3	1	1	0	101	0	647	1	0	273	1	11	4				284								
1/2000	103	1	4	2	12	3	6	1	7	2	2	1	1	0	101	0	647	1	0	273	1	11	4				284								
1/2000	104	1	1	2	36	1	4	1	3	3	7	0	0	2	101	0	647	1	0	273	1	11	3				283								
1/2000	104	1	2	2	17	3	6	1	4	3	5	1	2	0	101	0	647	1	0	273	1	11	3				283								
1/2000	104	1	3	2	11	3	6	1	4	2	2	1	2	0	101	0	647	1	0	273	1	11	3				283								
1/2000	105	1	1	1	32	1	2	1	3	5	7	0	0	8	101	0	647	1	0	273	1	11	2				284								
1/2000	105	1	2	2	31	2	2	1	4	5	7	0	0	8	601	0	647	5	3	273	1	11	2				284								
1/2000	106	1	1	1	58	1	2	1	5	2	7	0	0	8	2,201	1	647	5	1	273	1	11	5				283								
1/2000	106	1	2	2	53	2	2	1	5	2	7	0	0	8	901	0	647	5	1	273	1	11	5				283								
1/2000	106	1	3	1	32	3	6	1	8	2	7	0	0	8	101	0	647	1	0	273	1	11	5				283								
1/2000	106	1	4	1	26	3	2	1	8	2	7	0	0	8	101	0	647	1	0	273	1	11	5				283								
1/2000	106	1	5	2	25	6	2	1	1	3	7	0	0	8	101	0	647	1	0	273	1	11	5				283								
1/2000	107	1	1	2	40	1	4	1	2	3	7	0	0	2	101	0	647	1	0	273	1	11	3				284								
1/2000	107	1	2	1	19	3	6	1	4	3	7	0	0	8	101	0	647	1	0	273	1	11	3				284								
1/2000	107	1	3	1	14	3	6	1	2	3	3	1	1	0	101	0	647	1	0	273	1	11	3				284								
1/2000	108	1	1	1	35	1	2	1	4	5	7	0	0	8	101	0	647	1	0	273	1	11	3				284								
1/2000	108	1	2	2	34	2	2	1	5	5	5	2	2	0	101	0	647	1	0	273	1	11	3				284								
1/2000	108	1	3	2	19	12	6	1	2	2	7	0	0	2	701	0	647	5	1	273	1	11	3				284								
1/2000	109	1	1	2	39	1	4	1	1	5	7	0	0	2	101	0	647	1	0	273	1	11	4				284								
1/2000	109	1	2	1	20	3	6	1	1	5	5	1	1	0	101	0	647	1	0	273	1	11	4				284								
1/2000	109	1	3	1	16	3	6	1	2	3	3	1	1	0	101	0	647	1	0	273	1	11	4				284								
1/2000	109	1	4	1	14	3	6	1	7	2	2	1	1	0	101	0	647	1	0	273	1	11	4				284								
1/2000	110	1	1	2	45	1	4	1	4	3	7	0	0	2	101	0	647	1	0	273	1	11	5				283								
1/2000	110	1	2	2	22	3	6	1	4	3	7	0	0	9	101	0	647	1	0	273	1	11	5				283								
1/2000	110	1	3	2	16	3	6	1	2	2	3	1	1	0	101	0	647	1	0	273	1	11	5				283								
1/2000	110	1	4	1	19	3	6	1	3	2	3	1	1	0	101	0	647	1	0	273	1	11	5				283								
1/2000	110	1	5	2	20	3	6	1	4	3	7	0	0	9	101	0	647	1	0	273	1	11	5				283								
1/2000	111	1	1	1	48	1	2	1	2	2	7	0	0	2	101	0	647	1	0	233	1	12	7				242								
1/2000	111	1	2	2	42	2	2	1	4	2	7	0	0	2	101	0	647	1	0	233	1	12	7				242								
1/2000	111	1	3	1	19	3	6	1	8	2	3	3	2	0	101	0	647	1	0	233	1	12	7				242								
1/2000	111	1	4	1	17	3	6	1	6	2	2	3	2	0	101	0	647	1	0	233	1	12	7				242								
1/2000	111	1	5	2	14	3	6	1	6	2	2	3	2	0	101	0	647	1	0	233	1	12	7				242								
1/2000	111	1	6	2	1	3	6	0	0	0	0	0	0	0	101	0	647	1	0	233	1	12	7				242								
1/2000	111	1	7	1	0	3	6	0	0	0	0	0	0	0	101	0	647	1	0	233	1	12	7				242								
1/2000	112	1	1	1	26	1	2	1	3	3	7	0	0	2	101	0	647	1	0	233	1	12	3				242								
1/2000	112	1	2	2	20	2	2	1	3	3	7	0	0	4	101	0	647	1	0	233	1	12	3				242								
1/2000	112	1	3	1	0	3	6	0	0	0	0	0	0	0	101	0	647	1	0	233	1	12	3				242								
1/2000	113	1	1	1	45	1	2	1	2	3	7	0	0	2	101	0	647	1	0	233	1	12	5				242								
1/2000	113	1	2	2	36	2	2	1	2	3	7	0	0	2	101	0	647	1	0	233	1	12	5				242								
1/2000	113	1	3	2	15	3	6	1	7	2	2	2	2	0	101	0	647	1	0	233	1	12	5				242								
1/2000	113	1	4	1	12	3	6	1	4	2	2	1	2	0	101	0	647	1	0	233	1	12	5				242								
1/2000	113	1	5	1	10	3	6	1	2	2	2	1	2	0	101	0	647	1	0	233	1	12	5				242								
1/2000	114	1	1	1	30	1	2	1	4	3	7	0	0	2	101	0	647	1	0	233	1	12	3				242								
1/2000	114	1	2	2	37	2	2	1	7	2	7	0	0	2	101	0	647	1	0	233	1	12	3				242								
1/2000	114	1	3	1	2	3	6	0	0	0	0	0	0	0	101	0	647	1	0	233	1	12	3				242								
1/2000	115	1	1	1	56	1	2	1	3	2	7	0	0	7	101	0	647	1	0	233	1	12	2				243								
1/2000	115	1	2	2	52	2	2	1	7	2	7	0	0	7	101	0	647	1	0	233	1	12	2				243								
1/2000	116	1	1	2	28	1	3	1	3	3	7	0	0	5	101	0	647	1	0	233	1	12	3				242								
1/2000	116	1	2	2	1	3	6	0	0	0	0	0	0	0	101	0	647	1	0	233	1	12	3				242								
